"datetime"	"gprmc_latitude"	"gprmc_longitude"	"sbe37o_temp"	"sbe16pls_salinity"	"pco2cv_CO2"	"sbe37o_oxy"
"2017-10-03T20:42:09"	NA	NA	NA	NA	376.95	NA
"2017-10-03T20:58:08"	NA	NA	19.8741	NA	NA	4.762
"2017-10-03T21:08:10"	NA	NA	NA	37.6329	NA	NA
"2017-10-03T21:12:08"	NA	NA	NA	NA	378.41	NA
"2017-10-03T21:42:08"	NA	NA	NA	NA	378.77	NA
"2017-10-03T21:58:07"	NA	NA	19.8472	NA	NA	4.743
"2017-10-03T22:08:11"	NA	NA	NA	37.5897	NA	NA
"2017-10-03T22:12:08"	NA	NA	NA	NA	378.84	NA
"2017-10-03T22:42:08"	NA	NA	NA	NA	379.09	NA
"2017-10-03T22:58:08"	NA	NA	19.8557	NA	NA	4.732
"2017-10-03T23:08:10"	NA	NA	NA	37.5943	NA	NA
"2017-10-03T23:12:09"	NA	NA	NA	NA	379.4	NA
"2017-10-03T23:42:08"	NA	NA	NA	NA	379.67	NA
"2017-10-03T23:58:08"	NA	NA	19.8692	NA	NA	4.728
"2017-10-04T00:08:11"	NA	NA	NA	37.5849	NA	NA
"2017-10-04T00:12:08"	NA	NA	NA	NA	381.63	NA
"2017-10-04T00:58:08"	NA	NA	19.8974	NA	NA	4.701
"2017-10-04T01:02:08"	45.69791	13.70849	NA	NA	NA	NA
"2017-10-04T01:08:10"	NA	NA	NA	37.5646	NA	NA
"2017-10-04T01:12:08"	NA	NA	NA	NA	382.11	NA
"2017-10-04T01:32:08"	45.697953	13.708468	NA	NA	NA	NA
"2017-10-04T01:42:08"	NA	NA	NA	NA	383.22	NA
"2017-10-04T01:58:08"	NA	NA	19.863	NA	NA	4.686
"2017-10-04T02:02:08"	45.697962	13.708452	NA	NA	NA	NA
"2017-10-04T02:08:10"	NA	NA	NA	37.5728	NA	NA
"2017-10-04T02:12:09"	NA	NA	NA	NA	383.9	NA
"2017-10-04T02:32:04"	45.697825	13.708403	NA	NA	NA	NA
"2017-10-04T02:42:08"	NA	NA	NA	NA	385.15	NA
"2017-10-04T02:58:08"	NA	NA	19.8567	NA	NA	4.679
"2017-10-04T03:02:12"	45.697808	13.708412	NA	NA	NA	NA
"2017-10-04T03:08:11"	NA	NA	NA	37.5561	NA	NA
"2017-10-04T03:12:08"	NA	NA	NA	NA	386.32	NA
"2017-10-04T03:32:08"	45.697875	13.708378	NA	NA	NA	NA
"2017-10-04T03:42:08"	NA	NA	NA	NA	387.39	NA
"2017-10-04T03:58:08"	NA	NA	19.8698	NA	NA	4.669
"2017-10-04T04:02:08"	45.697885	13.708408	NA	NA	NA	NA
"2017-10-04T04:08:11"	NA	NA	NA	37.5463	NA	NA
"2017-10-04T04:12:08"	NA	NA	NA	NA	388.36	NA
"2017-10-04T04:32:09"	45.697928	13.70838	NA	NA	NA	NA
"2017-10-04T04:42:08"	NA	NA	NA	NA	389.02	NA
"2017-10-04T04:58:08"	NA	NA	19.8622	NA	NA	4.646
"2017-10-04T05:02:04"	45.697912	13.708423	NA	NA	NA	NA
"2017-10-04T05:08:11"	NA	NA	NA	37.5995	NA	NA
"2017-10-04T05:42:08"	NA	NA	NA	NA	388.32	NA
"2017-10-04T05:58:08"	NA	NA	19.8875	NA	NA	4.63
"2017-10-04T06:08:10"	NA	NA	NA	37.555	NA	NA
"2017-10-04T06:12:09"	NA	NA	NA	NA	389.94	NA
"2017-10-04T06:42:09"	NA	NA	NA	NA	389.92	NA
"2017-10-04T06:58:08"	NA	NA	19.8783	NA	NA	4.632
"2017-10-04T07:08:10"	NA	NA	NA	37.5537	NA	NA
"2017-10-04T07:12:09"	NA	NA	NA	NA	390.29	NA
"2017-10-04T07:32:08"	45.697865	13.708403	NA	NA	NA	NA
"2017-10-04T07:42:08"	NA	NA	NA	NA	390.06	NA
"2017-10-04T07:58:08"	NA	NA	19.8822	NA	NA	4.632
"2017-10-04T08:02:12"	45.6979	13.708395	NA	NA	NA	NA
"2017-10-04T08:08:11"	NA	NA	NA	37.5748	NA	NA
"2017-10-04T08:12:08"	NA	NA	NA	NA	389.34	NA
"2017-10-04T08:32:08"	45.6979	13.708423	NA	NA	NA	NA
"2017-10-04T08:42:08"	NA	NA	NA	NA	388.01	NA
"2017-10-04T08:58:08"	NA	NA	19.8909	NA	NA	4.656
"2017-10-04T09:02:08"	45.697977	13.708452	NA	NA	NA	NA
"2017-10-04T09:08:10"	NA	NA	NA	37.6412	NA	NA
"2017-10-04T09:12:09"	NA	NA	NA	NA	386.91	NA
"2017-10-04T09:32:08"	45.698023	13.708502	NA	NA	NA	NA
"2017-10-04T09:42:09"	NA	NA	NA	NA	357.54	NA
"2017-10-04T09:58:08"	NA	NA	19.9615	NA	NA	4.693
"2017-10-04T10:08:11"	NA	NA	NA	37.7042	NA	NA
"2017-10-04T10:12:08"	NA	NA	NA	NA	383.57	NA
"2017-10-04T10:32:09"	45.697973	13.708457	NA	NA	NA	NA
"2017-10-04T10:42:08"	NA	NA	NA	NA	381.72	NA
"2017-10-04T10:58:08"	NA	NA	19.9363	NA	NA	4.745
"2017-10-04T11:02:08"	45.69795	13.708438	NA	NA	NA	NA
"2017-10-04T11:08:11"	NA	NA	NA	37.7268	NA	NA
"2017-10-04T11:12:08"	NA	NA	NA	NA	379.18	NA
"2017-10-04T11:32:08"	45.697972	13.708438	NA	NA	NA	NA
"2017-10-04T11:42:08"	NA	NA	NA	NA	378.53	NA
"2017-10-04T11:58:08"	NA	NA	20.0261	NA	NA	4.793
"2017-10-04T12:02:08"	45.69798	13.708457	NA	NA	NA	NA
"2017-10-04T12:08:11"	NA	NA	NA	37.6911	NA	NA
"2017-10-04T12:12:08"	NA	NA	NA	NA	378.22	NA
"2017-10-04T12:32:04"	45.69798	13.708487	NA	NA	NA	NA
"2017-10-04T12:42:08"	NA	NA	NA	NA	376.75	NA
"2017-10-04T12:58:08"	NA	NA	20.1455	NA	NA	4.82
"2017-10-04T13:02:12"	45.697963	13.708487	NA	NA	NA	NA
"2017-10-04T13:08:11"	NA	NA	NA	37.6317	NA	NA
"2017-10-04T13:12:08"	NA	NA	NA	NA	377.84	NA
"2017-10-04T13:32:08"	45.697952	13.708482	NA	NA	NA	NA
"2017-10-04T13:42:08"	NA	NA	NA	NA	376.98	NA
"2017-10-04T13:58:08"	NA	NA	20.0445	NA	NA	4.854
"2017-10-04T14:02:09"	45.697897	13.708453	NA	NA	NA	NA
"2017-10-04T14:08:11"	NA	NA	NA	37.582	NA	NA
"2017-10-04T14:32:08"	45.697913	13.708462	NA	NA	NA	NA
"2017-10-04T14:42:08"	NA	NA	NA	NA	371.24	NA
"2017-10-04T14:58:08"	NA	NA	20.1211	NA	NA	4.903
"2017-10-04T15:02:04"	45.69794	13.708478	NA	NA	NA	NA
"2017-10-04T15:08:11"	NA	NA	NA	37.5449	NA	NA
"2017-10-04T15:12:08"	NA	NA	NA	NA	368.46	NA
"2017-10-04T15:32:12"	45.697982	13.708462	NA	NA	NA	NA
"2017-10-04T15:42:08"	NA	NA	NA	NA	367.98	NA
"2017-10-04T15:58:08"	NA	NA	20.2268	NA	NA	4.925
"2017-10-04T16:02:08"	45.697948	13.708477	NA	NA	NA	NA
"2017-10-04T16:08:11"	NA	NA	NA	37.5675	NA	NA
"2017-10-04T16:12:08"	NA	NA	NA	NA	369.29	NA
"2017-10-04T16:32:08"	45.698015	13.708497	NA	NA	NA	NA
"2017-10-04T16:42:08"	NA	NA	NA	NA	370.39	NA
"2017-10-04T16:58:08"	NA	NA	20.248	NA	NA	4.929
"2017-10-04T17:02:08"	45.69801	13.708478	NA	NA	NA	NA
"2017-10-04T17:08:10"	NA	NA	NA	37.5888	NA	NA
"2017-10-04T17:12:08"	NA	NA	NA	NA	369.36	NA
"2017-10-04T17:32:04"	45.697925	13.708443	NA	NA	NA	NA
"2017-10-04T17:42:08"	NA	NA	NA	NA	367.75	NA
"2017-10-04T17:58:08"	NA	NA	20.1581	NA	NA	4.93
"2017-10-04T18:02:12"	45.697925	13.70846	NA	NA	NA	NA
"2017-10-04T18:08:11"	NA	NA	NA	37.6237	NA	NA
"2017-10-04T18:12:08"	NA	NA	NA	NA	368.11	NA
"2017-10-04T18:32:08"	45.697935	13.708455	NA	NA	NA	NA
"2017-10-04T18:42:09"	NA	NA	NA	NA	342.37	NA
"2017-10-04T18:58:08"	NA	NA	20.0818	NA	NA	4.939
"2017-10-04T19:02:08"	45.69798	13.708435	NA	NA	NA	NA
"2017-10-04T19:08:10"	NA	NA	NA	37.6372	NA	NA
"2017-10-04T19:12:08"	NA	NA	NA	NA	367.81	NA
"2017-10-04T19:32:08"	45.698012	13.70843	NA	NA	NA	NA
"2017-10-04T19:42:08"	NA	NA	NA	NA	368.78	NA
"2017-10-04T19:58:08"	NA	NA	20.0451	NA	NA	4.936
"2017-10-04T20:02:04"	45.697943	13.708437	NA	NA	NA	NA
"2017-10-04T20:08:11"	NA	NA	NA	37.6426	NA	NA
"2017-10-04T20:12:08"	NA	NA	NA	NA	369.22	NA
"2017-10-04T20:32:12"	45.697988	13.708453	NA	NA	NA	NA
"2017-10-04T20:42:08"	NA	NA	NA	NA	369.61	NA
"2017-10-04T20:58:08"	NA	NA	20.0162	NA	NA	4.934
"2017-10-04T21:02:08"	45.697895	13.708427	NA	NA	NA	NA
"2017-10-04T21:08:11"	NA	NA	NA	37.6622	NA	NA
"2017-10-04T21:12:08"	NA	NA	NA	NA	369.92	NA
"2017-10-04T21:32:09"	45.697963	13.70844	NA	NA	NA	NA
"2017-10-04T21:42:08"	NA	NA	NA	NA	369.81	NA
"2017-10-04T21:58:08"	NA	NA	19.98	NA	NA	4.926
"2017-10-04T22:02:09"	45.69793	13.708443	NA	NA	NA	NA
"2017-10-04T22:08:10"	NA	NA	NA	37.6776	NA	NA
"2017-10-04T22:12:08"	NA	NA	NA	NA	370.14	NA
"2017-10-04T22:32:04"	45.697955	13.708465	NA	NA	NA	NA
"2017-10-04T22:42:08"	NA	NA	NA	NA	370.16	NA
"2017-10-04T22:58:08"	NA	NA	19.9415	NA	NA	4.916
"2017-10-04T23:02:12"	45.697968	13.708477	NA	NA	NA	NA
"2017-10-04T23:08:11"	NA	NA	NA	37.6864	NA	NA
"2017-10-04T23:32:09"	45.697913	13.708472	NA	NA	NA	NA
"2017-10-04T23:42:08"	NA	NA	NA	NA	370.27	NA
"2017-10-04T23:58:08"	NA	NA	19.9256	NA	NA	4.91
"2017-10-05T00:02:08"	45.69795	13.708517	NA	NA	NA	NA
"2017-10-05T00:08:11"	NA	NA	NA	37.6921	NA	NA
"2017-10-05T00:12:08"	NA	NA	NA	NA	371.9	NA
"2017-10-05T00:32:08"	45.697978	13.70848	NA	NA	NA	NA
"2017-10-05T00:42:08"	NA	NA	NA	NA	372.5	NA
"2017-10-05T00:58:08"	NA	NA	19.9306	NA	NA	4.896
"2017-10-05T01:02:04"	45.697945	13.708515	NA	NA	NA	NA
"2017-10-05T01:08:11"	NA	NA	NA	37.6565	NA	NA
"2017-10-05T01:12:08"	NA	NA	NA	NA	372.83	NA
"2017-10-05T01:32:12"	45.697977	13.708498	NA	NA	NA	NA
"2017-10-05T01:42:08"	NA	NA	NA	NA	373.08	NA
"2017-10-05T01:58:08"	NA	NA	19.9377	NA	NA	4.882
"2017-10-05T02:02:08"	45.697987	13.70848	NA	NA	NA	NA
"2017-10-05T02:08:11"	NA	NA	NA	37.6135	NA	NA
"2017-10-05T02:12:08"	NA	NA	NA	NA	373.76	NA
"2017-10-05T02:32:08"	45.697965	13.70848	NA	NA	NA	NA
"2017-10-05T02:42:08"	NA	NA	NA	NA	373.48	NA
"2017-10-05T02:58:08"	NA	NA	19.9179	NA	NA	4.862
"2017-10-05T03:02:08"	45.697977	13.708463	NA	NA	NA	NA
"2017-10-05T03:08:11"	NA	NA	NA	37.6071	NA	NA
"2017-10-05T03:12:08"	NA	NA	NA	NA	373.64	NA
"2017-10-05T03:32:04"	45.69801	13.708438	NA	NA	NA	NA
"2017-10-05T03:58:08"	NA	NA	19.9071	NA	NA	4.862
"2017-10-05T04:02:12"	45.698015	13.708468	NA	NA	NA	NA
"2017-10-05T04:08:10"	NA	NA	NA	37.6241	NA	NA
"2017-10-05T04:12:08"	NA	NA	NA	NA	372.83	NA
"2017-10-05T04:29:09"	NA	NA	NA	37.6305	NA	NA
"2017-10-05T04:32:08"	45.697997	13.708445	NA	NA	NA	NA
"2017-10-05T04:42:08"	NA	NA	NA	NA	374.13	NA
"2017-10-05T04:58:08"	NA	NA	19.9014	NA	NA	4.861
"2017-10-05T05:02:08"	45.697987	13.708457	NA	NA	NA	NA
"2017-10-05T05:12:08"	NA	NA	NA	NA	374.7	NA
"2017-10-05T05:32:08"	45.697902	13.708502	NA	NA	NA	NA
"2017-10-05T05:42:08"	NA	NA	NA	NA	374.84	NA
"2017-10-05T05:58:08"	NA	NA	19.884	NA	NA	4.872
"2017-10-05T06:02:04"	45.697987	13.708442	NA	NA	NA	NA
"2017-10-05T06:08:11"	NA	NA	NA	37.6471	NA	NA
"2017-10-05T06:12:08"	NA	NA	NA	NA	375.01	NA
"2017-10-05T06:32:12"	45.698015	13.708468	NA	NA	NA	NA
"2017-10-05T06:42:08"	NA	NA	NA	NA	374.64	NA
"2017-10-05T06:58:08"	NA	NA	19.8871	NA	NA	4.869
"2017-10-05T07:02:08"	45.698007	13.708452	NA	NA	NA	NA
"2017-10-05T07:08:11"	NA	NA	NA	37.6487	NA	NA
"2017-10-05T07:12:08"	NA	NA	NA	NA	374.5	NA
"2017-10-05T07:32:09"	45.697995	13.708452	NA	NA	NA	NA
"2017-10-05T07:42:08"	NA	NA	NA	NA	374.95	NA
"2017-10-05T07:58:08"	NA	NA	19.8777	NA	NA	4.877
"2017-10-05T08:02:08"	45.697968	13.708475	NA	NA	NA	NA
"2017-10-05T08:08:11"	NA	NA	NA	37.6555	NA	NA
"2017-10-05T08:32:04"	45.698038	13.708495	NA	NA	NA	NA
"2017-10-05T08:42:08"	NA	NA	NA	NA	373.17	NA
"2017-10-05T08:58:08"	NA	NA	19.8781	NA	NA	4.912
"2017-10-05T09:02:12"	45.697987	13.708522	NA	NA	NA	NA
"2017-10-05T09:08:11"	NA	NA	NA	37.6614	NA	NA
"2017-10-05T09:12:08"	NA	NA	NA	NA	373.28	NA
"2017-10-05T09:32:09"	45.698073	13.708533	NA	NA	NA	NA
"2017-10-05T09:42:08"	NA	NA	NA	NA	373.09	NA
"2017-10-05T09:58:08"	NA	NA	19.8896	NA	NA	4.928
"2017-10-05T10:02:09"	45.69816	13.708537	NA	NA	NA	NA
"2017-10-05T10:08:11"	NA	NA	NA	37.6274	NA	NA
"2017-10-05T10:12:08"	NA	NA	NA	NA	371.85	NA
"2017-10-05T10:32:08"	45.69808	13.708523	NA	NA	NA	NA
"2017-10-05T10:42:08"	NA	NA	NA	NA	371.44	NA
"2017-10-05T10:58:08"	NA	NA	19.8976	NA	NA	4.995
"2017-10-05T11:02:04"	45.698033	13.70854	NA	NA	NA	NA
"2017-10-05T11:12:08"	NA	NA	NA	NA	372.22	NA
"2017-10-05T11:32:12"	45.69804	13.708563	NA	NA	NA	NA
"2017-10-05T11:42:08"	NA	NA	NA	NA	376.85	NA
"2017-10-05T11:58:08"	NA	NA	19.8688	NA	NA	4.965
"2017-10-05T12:02:09"	45.697967	13.70853	NA	NA	NA	NA
"2017-10-05T12:08:11"	NA	NA	NA	37.5394	NA	NA
"2017-10-05T12:12:08"	NA	NA	NA	NA	378.94	NA
"2017-10-05T12:32:08"	45.697978	13.708552	NA	NA	NA	NA
"2017-10-05T12:42:08"	NA	NA	NA	NA	365.81	NA
"2017-10-05T12:58:08"	NA	NA	19.8904	NA	NA	4.907
"2017-10-05T13:02:08"	45.697973	13.708518	NA	NA	NA	NA
"2017-10-05T13:08:11"	NA	NA	NA	37.5367	NA	NA
"2017-10-05T13:12:08"	NA	NA	NA	NA	391.3	NA
"2017-10-05T13:32:04"	45.69828	13.708477	NA	NA	NA	NA
"2017-10-05T13:42:08"	NA	NA	NA	NA	397.62	NA
"2017-10-05T13:58:08"	NA	NA	19.9134	NA	NA	4.78
"2017-10-05T14:02:12"	45.698	13.708487	NA	NA	NA	NA
"2017-10-05T14:08:11"	NA	NA	NA	37.5313	NA	NA
"2017-10-05T14:12:08"	NA	NA	NA	NA	406.19	NA
"2017-10-05T14:32:08"	45.698008	13.708558	NA	NA	NA	NA
"2017-10-05T14:42:08"	NA	NA	NA	NA	408.78	NA
"2017-10-05T14:58:08"	NA	NA	19.4774	NA	NA	4.911
"2017-10-05T15:02:08"	45.697882	13.70854	NA	NA	NA	NA
"2017-10-05T15:08:10"	NA	NA	NA	37.5303	NA	NA
"2017-10-05T15:12:09"	NA	NA	NA	NA	403.43	NA
"2017-10-05T15:32:08"	45.697882	13.70857	NA	NA	NA	NA
"2017-10-05T15:42:09"	NA	NA	NA	NA	399.16	NA
"2017-10-05T15:58:08"	NA	NA	19.6249	NA	NA	4.931
"2017-10-05T16:02:04"	45.697923	13.708532	NA	NA	NA	NA
"2017-10-05T16:08:10"	NA	NA	NA	37.5329	NA	NA
"2017-10-05T16:12:08"	NA	NA	NA	NA	403.91	NA
"2017-10-05T16:32:12"	45.698082	13.708593	NA	NA	NA	NA
"2017-10-05T16:42:08"	NA	NA	NA	NA	415.77	NA
"2017-10-05T16:58:08"	NA	NA	19.8124	NA	NA	4.813
"2017-10-05T17:02:09"	45.6981	13.708548	NA	NA	NA	NA
"2017-10-05T17:08:11"	NA	NA	NA	37.5865	NA	NA
"2017-10-05T17:32:08"	45.698037	13.70855	NA	NA	NA	NA
"2017-10-05T17:42:08"	NA	NA	NA	NA	411.64	NA
"2017-10-05T17:58:08"	NA	NA	19.8326	NA	NA	4.759
"2017-10-05T18:02:08"	45.698	13.708512	NA	NA	NA	NA
"2017-10-05T18:08:11"	NA	NA	NA	37.584	NA	NA
"2017-10-05T18:12:08"	NA	NA	NA	NA	421.08	NA
"2017-10-05T18:32:05"	45.697932	13.70852	NA	NA	NA	NA
"2017-10-05T18:42:08"	NA	NA	NA	NA	429.9	NA
"2017-10-05T18:58:08"	NA	NA	19.8403	NA	NA	4.693
"2017-10-05T19:02:12"	45.697893	13.708485	NA	NA	NA	NA
"2017-10-05T19:08:11"	NA	NA	NA	37.558	NA	NA
"2017-10-05T19:12:08"	NA	NA	NA	NA	432.89	NA
"2017-10-05T19:32:09"	45.69786	13.70849	NA	NA	NA	NA
"2017-10-05T19:42:08"	NA	NA	NA	NA	433.47	NA
"2017-10-05T19:58:07"	NA	NA	19.2586	NA	NA	4.927
"2017-10-05T20:02:08"	45.697853	13.708518	NA	NA	NA	NA
"2017-10-05T20:08:11"	NA	NA	NA	37.5634	NA	NA
"2017-10-05T20:12:08"	NA	NA	NA	NA	436.54	NA
"2017-10-05T20:32:08"	45.69784	13.708468	NA	NA	NA	NA
"2017-10-05T20:42:09"	NA	NA	NA	NA	435.85	NA
"2017-10-05T20:58:08"	NA	NA	19.6376	NA	NA	4.818
"2017-10-05T21:02:04"	45.697818	13.708448	NA	NA	NA	NA
"2017-10-05T21:08:11"	NA	NA	NA	37.5745	NA	NA
"2017-10-05T21:12:08"	NA	NA	NA	NA	429.45	NA
"2017-10-05T21:32:12"	45.6979	13.708478	NA	NA	NA	NA
"2017-10-05T21:42:08"	NA	NA	NA	NA	391.3	NA
"2017-10-05T21:58:08"	NA	NA	19.8933	NA	NA	4.72
"2017-10-05T22:02:09"	45.6979	13.708448	NA	NA	NA	NA
"2017-10-05T22:08:11"	NA	NA	NA	37.5877	NA	NA
"2017-10-05T22:12:08"	NA	NA	NA	NA	418.82	NA
"2017-10-05T22:32:08"	45.69792	13.708473	NA	NA	NA	NA
"2017-10-05T22:42:08"	NA	NA	NA	NA	426.82	NA
"2017-10-05T22:58:08"	NA	NA	19.8939	NA	NA	4.647
"2017-10-05T23:02:08"	45.697923	13.708477	NA	NA	NA	NA
"2017-10-05T23:08:11"	NA	NA	NA	37.5917	NA	NA
"2017-10-05T23:12:08"	NA	NA	NA	NA	431.61	NA
"2017-10-05T23:32:05"	45.697922	13.708482	NA	NA	NA	NA
"2017-10-05T23:42:08"	NA	NA	NA	NA	435.33	NA
"2017-10-05T23:58:08"	NA	NA	19.8823	NA	NA	4.586
"2017-10-06T00:02:13"	45.69792	13.708523	NA	NA	NA	NA
"2017-10-06T00:12:08"	NA	NA	NA	NA	441.4	NA
"2017-10-06T00:32:08"	45.698063	13.70849	NA	NA	NA	NA
"2017-10-06T00:42:08"	NA	NA	NA	NA	428.02	NA
"2017-10-06T00:58:08"	NA	NA	19.9057	NA	NA	4.639
"2017-10-06T01:02:08"	45.698038	13.708538	NA	NA	NA	NA
"2017-10-06T01:08:10"	NA	NA	NA	37.5886	NA	NA
"2017-10-06T01:12:09"	NA	NA	NA	NA	426.3	NA
"2017-10-06T01:32:08"	45.698083	13.708528	NA	NA	NA	NA
"2017-10-06T01:42:08"	NA	NA	NA	NA	429.01	NA
"2017-10-06T01:58:08"	NA	NA	19.8868	NA	NA	4.615
"2017-10-06T02:02:04"	45.698152	13.70853	NA	NA	NA	NA
"2017-10-06T02:08:11"	NA	NA	NA	37.5824	NA	NA
"2017-10-06T02:32:12"	45.698048	13.70855	NA	NA	NA	NA
"2017-10-06T02:42:08"	NA	NA	NA	NA	435.18	NA
"2017-10-06T02:58:08"	NA	NA	19.7846	NA	NA	4.638
"2017-10-06T03:02:08"	45.697997	13.708553	NA	NA	NA	NA
"2017-10-06T03:08:11"	NA	NA	NA	37.5481	NA	NA
"2017-10-06T03:12:08"	NA	NA	NA	NA	433.97	NA
"2017-10-06T03:32:09"	45.698068	13.708482	NA	NA	NA	NA
"2017-10-06T03:42:08"	NA	NA	NA	NA	427.34	NA
"2017-10-06T03:58:08"	NA	NA	19.7103	NA	NA	4.694
"2017-10-06T04:02:08"	45.698072	13.708538	NA	NA	NA	NA
"2017-10-06T04:08:11"	NA	NA	NA	37.5373	NA	NA
"2017-10-06T04:12:08"	NA	NA	NA	NA	410.99	NA
"2017-10-06T04:32:04"	45.698048	13.708485	NA	NA	NA	NA
"2017-10-06T04:42:08"	NA	NA	NA	NA	399.29	NA
"2017-10-06T04:58:08"	NA	NA	19.2141	NA	NA	4.945
"2017-10-06T05:02:12"	45.698007	13.70851	NA	NA	NA	NA
"2017-10-06T05:08:11"	NA	NA	NA	37.5333	NA	NA
"2017-10-06T05:12:08"	NA	NA	NA	NA	429.33	NA
"2017-10-06T05:32:09"	45.697928	13.708548	NA	NA	NA	NA
"2017-10-06T05:42:08"	NA	NA	NA	NA	420.28	NA
"2017-10-06T05:58:08"	NA	NA	19.1297	NA	NA	4.918
"2017-10-06T06:02:08"	45.698037	13.708547	NA	NA	NA	NA
"2017-10-06T06:08:11"	NA	NA	NA	37.5666	NA	NA
"2017-10-06T06:12:08"	NA	NA	NA	NA	418.14	NA
"2017-10-06T06:32:09"	45.697983	13.708512	NA	NA	NA	NA
"2017-10-06T06:58:08"	NA	NA	19.1273	NA	NA	4.957
"2017-10-06T07:02:04"	45.697778	13.708395	NA	NA	NA	NA
"2017-10-06T07:08:11"	NA	NA	NA	37.5805	NA	NA
"2017-10-06T07:12:08"	NA	NA	NA	NA	419.52	NA
"2017-10-06T07:32:13"	45.697807	13.708367	NA	NA	NA	NA
"2017-10-06T07:42:08"	NA	NA	NA	NA	417.29	NA
"2017-10-06T07:58:08"	NA	NA	19.3737	NA	NA	4.879
"2017-10-06T08:02:08"	45.69779	13.708377	NA	NA	NA	NA
"2017-10-06T08:08:10"	NA	NA	NA	37.5866	NA	NA
"2017-10-06T08:12:09"	NA	NA	NA	NA	408.64	NA
"2017-10-06T08:32:08"	45.697748	13.708343	NA	NA	NA	NA
"2017-10-06T08:42:08"	NA	NA	NA	NA	413.04	NA
"2017-10-06T08:58:08"	NA	NA	19.6792	NA	NA	4.753
"2017-10-06T09:02:08"	45.697827	13.708388	NA	NA	NA	NA
"2017-10-06T09:08:10"	NA	NA	NA	37.5731	NA	NA
"2017-10-06T09:12:08"	NA	NA	NA	NA	413.37	NA
"2017-10-06T09:32:04"	45.697895	13.708422	NA	NA	NA	NA
"2017-10-06T09:42:08"	NA	NA	NA	NA	409.45	NA
"2017-10-06T09:58:08"	NA	NA	19.7579	NA	NA	4.649
"2017-10-06T10:02:12"	45.697943	13.70834	NA	NA	NA	NA
"2017-10-06T10:08:11"	NA	NA	NA	37.6203	NA	NA
"2017-10-06T10:12:08"	NA	NA	NA	NA	415.88	NA
"2017-10-06T10:32:08"	45.697948	13.70831	NA	NA	NA	NA
"2017-10-06T10:42:08"	NA	NA	NA	NA	419.22	NA
"2017-10-06T10:58:07"	NA	NA	19.8571	NA	NA	4.617
"2017-10-06T11:02:09"	45.697923	13.708303	NA	NA	NA	NA
"2017-10-06T11:08:11"	NA	NA	NA	37.5953	NA	NA
"2017-10-06T11:32:08"	45.69793	13.708393	NA	NA	NA	NA
"2017-10-06T11:42:08"	NA	NA	NA	NA	401.27	NA
"2017-10-06T11:58:08"	NA	NA	19.9026	NA	NA	4.632
"2017-10-06T12:02:04"	45.697838	13.70835	NA	NA	NA	NA
"2017-10-06T12:08:11"	NA	NA	NA	37.5436	NA	NA
"2017-10-06T12:12:08"	NA	NA	NA	NA	397.24	NA
"2017-10-06T12:32:12"	45.697825	13.708398	NA	NA	NA	NA
"2017-10-06T12:42:08"	NA	NA	NA	NA	394.95	NA
"2017-10-06T12:58:08"	NA	NA	19.9191	NA	NA	4.715
"2017-10-06T13:02:08"	45.697985	13.70834	NA	NA	NA	NA
"2017-10-06T13:08:11"	NA	NA	NA	37.5722	NA	NA
"2017-10-06T13:12:08"	NA	NA	NA	NA	393.05	NA
"2017-10-06T13:32:08"	45.698472	13.708262	NA	NA	NA	NA
"2017-10-06T13:42:09"	NA	NA	NA	NA	392.54	NA
"2017-10-06T13:58:08"	NA	NA	19.9189	NA	NA	4.764
"2017-10-06T14:02:08"	45.697882	13.70837	NA	NA	NA	NA
"2017-10-06T14:08:11"	NA	NA	NA	37.5341	NA	NA
"2017-10-06T14:12:08"	NA	NA	NA	NA	392.46	NA
"2017-10-06T14:32:04"	45.697987	13.708408	NA	NA	NA	NA
"2017-10-06T14:42:08"	NA	NA	NA	NA	391.61	NA
"2017-10-06T14:58:08"	NA	NA	19.8941	NA	NA	4.766
"2017-10-06T15:02:12"	45.697932	13.708363	NA	NA	NA	NA
"2017-10-06T15:08:11"	NA	NA	NA	37.5352	NA	NA
"2017-10-06T15:12:08"	NA	NA	NA	NA	391.7	NA
"2017-10-06T15:32:09"	45.697937	13.708452	NA	NA	NA	NA
"2017-10-06T15:58:07"	NA	NA	19.8494	NA	NA	4.759
"2017-10-06T16:02:08"	45.697907	13.708417	NA	NA	NA	NA
"2017-10-06T16:08:11"	NA	NA	NA	37.5244	NA	NA
"2017-10-06T16:12:08"	NA	NA	NA	NA	390.49	NA
"2017-10-06T16:32:08"	45.698033	13.70835	NA	NA	NA	NA
"2017-10-06T16:42:08"	NA	NA	NA	NA	391.81	NA
"2017-10-06T16:58:08"	NA	NA	19.8347	NA	NA	4.76
"2017-10-06T17:02:04"	45.697907	13.708342	NA	NA	NA	NA
"2017-10-06T17:08:11"	NA	NA	NA	37.5199	NA	NA
"2017-10-06T17:12:08"	NA	NA	NA	NA	392.1	NA
"2017-10-06T17:32:12"	45.697907	13.708352	NA	NA	NA	NA
"2017-10-06T17:42:08"	NA	NA	NA	NA	392.53	NA
"2017-10-06T17:58:08"	NA	NA	19.8009	NA	NA	4.719
"2017-10-06T18:02:08"	45.697797	13.70839	NA	NA	NA	NA
"2017-10-06T18:08:11"	NA	NA	NA	37.5203	NA	NA
