"datetime"	"gprmc_latitude"	"gprmc_longitude"	"sbe37o_temp"	"sbe16pls_salinity"	"pco2cv_CO2"	"sbe37o_oxy"
"2017-01-23T12:47:20"	45.697945	13.708318	NA	NA	NA	NA
"2017-01-23T12:58:08"	NA	NA	8.8824	NA	NA	5.269
"2017-01-23T13:02:04"	45.69794	13.708303	NA	NA	NA	NA
"2017-01-23T13:07:05"	NA	NA	NA	38.373	NA	NA
"2017-01-23T13:32:12"	45.697982	13.70837	NA	NA	NA	NA
"2017-01-23T13:58:08"	NA	NA	8.9132	NA	NA	5.248
"2017-01-23T14:02:08"	45.69798	13.708342	NA	NA	NA	NA
"2017-01-23T14:08:11"	NA	NA	NA	38.3835	NA	NA
"2017-01-23T14:32:08"	45.697905	13.708352	NA	NA	NA	NA
"2017-01-23T14:58:08"	NA	NA	8.897	NA	NA	5.255
"2017-01-23T15:02:08"	45.69794	13.708337	NA	NA	NA	NA
"2017-01-23T15:08:11"	NA	NA	NA	38.3616	NA	NA
"2017-01-23T15:32:05"	45.69791	13.708367	NA	NA	NA	NA
"2017-01-23T15:58:08"	NA	NA	9.0401	NA	NA	5.234
"2017-01-23T16:02:13"	45.697945	13.708378	NA	NA	NA	NA
"2017-01-23T16:08:11"	NA	NA	NA	38.3568	NA	NA
"2017-01-23T16:32:08"	45.697955	13.70836	NA	NA	NA	NA
"2017-01-23T16:58:08"	NA	NA	9.0709	NA	NA	5.243
"2017-01-23T17:02:08"	45.698032	13.708023	NA	NA	NA	NA
"2017-01-23T17:08:11"	NA	NA	NA	38.3905	NA	NA
"2017-01-23T17:32:08"	45.697868	13.708363	NA	NA	NA	NA
"2017-01-23T17:58:08"	NA	NA	9.069	NA	NA	5.239
"2017-01-23T18:02:04"	45.697845	13.708425	NA	NA	NA	NA
"2017-01-23T18:08:11"	NA	NA	NA	38.3864	NA	NA
"2017-01-23T18:32:12"	45.697907	13.708395	NA	NA	NA	NA
"2017-01-23T18:58:08"	NA	NA	9.0716	NA	NA	5.215
"2017-01-23T19:02:08"	45.69786	13.708397	NA	NA	NA	NA
"2017-01-23T19:08:10"	NA	NA	NA	38.3958	NA	NA
"2017-01-23T19:32:09"	45.697808	13.708368	NA	NA	NA	NA
"2017-01-23T19:58:08"	NA	NA	9.0488	NA	NA	5.246
"2017-01-23T20:02:08"	45.697887	13.708333	NA	NA	NA	NA
"2017-01-23T20:08:11"	NA	NA	NA	38.3854	NA	NA
"2017-01-23T20:32:04"	45.69789	13.708418	NA	NA	NA	NA
"2017-01-23T20:58:08"	NA	NA	9.0047	NA	NA	5.24
"2017-01-23T21:02:12"	45.697947	13.70838	NA	NA	NA	NA
"2017-01-23T21:08:11"	NA	NA	NA	38.392	NA	NA
"2017-01-23T21:32:08"	45.697877	13.708355	NA	NA	NA	NA
"2017-01-23T21:58:08"	NA	NA	8.9565	NA	NA	5.238
"2017-01-23T22:02:08"	45.697865	13.708355	NA	NA	NA	NA
"2017-01-23T22:08:11"	NA	NA	NA	38.3833	NA	NA
"2017-01-23T22:32:09"	45.697845	13.708293	NA	NA	NA	NA
"2017-01-23T22:58:08"	NA	NA	8.9078	NA	NA	5.223
"2017-01-23T23:02:04"	45.697957	13.70858	NA	NA	NA	NA
"2017-01-23T23:08:10"	NA	NA	NA	38.3879	NA	NA
"2017-01-23T23:32:12"	45.69788	13.708332	NA	NA	NA	NA
"2017-01-23T23:58:08"	NA	NA	8.8636	NA	NA	5.237
"2017-01-24T00:02:08"	45.697918	13.708373	NA	NA	NA	NA
"2017-01-24T00:08:11"	NA	NA	NA	38.3898	NA	NA
"2017-01-24T00:32:08"	45.69786	13.708362	NA	NA	NA	NA
"2017-01-24T00:58:08"	NA	NA	8.8819	NA	NA	5.236
"2017-01-24T01:02:08"	45.697827	13.708223	NA	NA	NA	NA
"2017-01-24T01:08:11"	NA	NA	NA	38.3875	NA	NA
"2017-01-24T01:32:04"	45.697838	13.708327	NA	NA	NA	NA
"2017-01-24T01:58:08"	NA	NA	8.8628	NA	NA	5.249
"2017-01-24T02:02:12"	45.697848	13.708347	NA	NA	NA	NA
"2017-01-24T02:08:11"	NA	NA	NA	38.3822	NA	NA
"2017-01-24T02:32:08"	45.697857	13.708368	NA	NA	NA	NA
"2017-01-24T02:58:08"	NA	NA	8.8295	NA	NA	5.217
"2017-01-24T03:02:08"	45.697857	13.708365	NA	NA	NA	NA
"2017-01-24T03:08:11"	NA	NA	NA	38.3662	NA	NA
"2017-01-24T03:32:08"	45.697862	13.70836	NA	NA	NA	NA
"2017-01-24T03:58:08"	NA	NA	8.7957	NA	NA	5.236
"2017-01-24T04:02:04"	45.697838	13.70833	NA	NA	NA	NA
"2017-01-24T04:08:10"	NA	NA	NA	38.369	NA	NA
"2017-01-24T04:32:12"	45.697788	13.708375	NA	NA	NA	NA
"2017-01-24T04:58:08"	NA	NA	8.7423	NA	NA	5.263
"2017-01-24T05:02:09"	45.697793	13.708357	NA	NA	NA	NA
"2017-01-24T05:08:10"	NA	NA	NA	38.3505	NA	NA
"2017-01-24T05:32:08"	45.697785	13.708368	NA	NA	NA	NA
"2017-01-24T05:58:08"	NA	NA	8.6669	NA	NA	5.246
"2017-01-24T06:02:08"	45.69774	13.708415	NA	NA	NA	NA
"2017-01-24T06:08:11"	NA	NA	NA	38.3568	NA	NA
"2017-01-24T06:32:05"	45.697738	13.70836	NA	NA	NA	NA
"2017-01-24T06:58:08"	NA	NA	8.66	NA	NA	5.191
"2017-01-24T07:02:12"	45.697755	13.708365	NA	NA	NA	NA
"2017-01-24T07:08:11"	NA	NA	NA	38.3596	NA	NA
"2017-01-24T07:32:08"	45.697802	13.708322	NA	NA	NA	NA
"2017-01-24T07:58:08"	NA	NA	8.6828	NA	NA	5.232
"2017-01-24T08:02:08"	45.697807	13.708393	NA	NA	NA	NA
"2017-01-24T08:08:11"	NA	NA	NA	38.3653	NA	NA
"2017-01-24T08:32:08"	45.697733	13.708413	NA	NA	NA	NA
"2017-01-24T08:58:08"	NA	NA	8.6947	NA	NA	5.254
"2017-01-24T09:02:04"	45.697787	13.708408	NA	NA	NA	NA
"2017-01-24T09:08:11"	NA	NA	NA	38.3694	NA	NA
"2017-01-24T09:32:12"	45.697797	13.708382	NA	NA	NA	NA
"2017-01-24T09:58:08"	NA	NA	8.5711	NA	NA	5.27
"2017-01-24T10:02:09"	45.69781	13.708322	NA	NA	NA	NA
"2017-01-24T10:08:11"	NA	NA	NA	38.3474	NA	NA
"2017-01-24T10:32:08"	45.697908	13.708337	NA	NA	NA	NA
"2017-01-24T10:58:08"	NA	NA	8.4262	NA	NA	5.264
"2017-01-24T11:02:08"	45.697807	13.708375	NA	NA	NA	NA
"2017-01-24T11:08:10"	NA	NA	NA	38.3485	NA	NA
"2017-01-24T11:32:05"	45.697715	13.708378	NA	NA	NA	NA
"2017-01-24T11:58:08"	NA	NA	8.4544	NA	NA	5.271
"2017-01-24T12:02:12"	45.697765	13.708327	NA	NA	NA	NA
"2017-01-24T12:08:11"	NA	NA	NA	38.3558	NA	NA
"2017-01-24T12:32:08"	45.697778	13.708363	NA	NA	NA	NA
"2017-01-24T12:58:08"	NA	NA	8.4742	NA	NA	5.297
"2017-01-24T13:02:09"	45.697827	13.708297	NA	NA	NA	NA
"2017-01-24T13:08:11"	NA	NA	NA	38.3505	NA	NA
"2017-01-24T13:32:08"	45.697862	13.70831	NA	NA	NA	NA
"2017-01-24T13:58:08"	NA	NA	8.449	NA	NA	5.274
"2017-01-24T14:02:04"	45.697825	13.708337	NA	NA	NA	NA
"2017-01-24T14:08:10"	NA	NA	NA	38.3493	NA	NA
"2017-01-24T14:32:12"	45.697718	13.708313	NA	NA	NA	NA
"2017-01-24T14:58:08"	NA	NA	8.489	NA	NA	5.284
"2017-01-24T15:02:08"	45.697758	13.708333	NA	NA	NA	NA
"2017-01-24T15:08:11"	NA	NA	NA	38.3374	NA	NA
"2017-01-24T15:32:08"	45.697792	13.708327	NA	NA	NA	NA
"2017-01-24T15:58:08"	NA	NA	8.511	NA	NA	5.3
"2017-01-24T16:02:08"	45.697777	13.708303	NA	NA	NA	NA
"2017-01-24T16:08:11"	NA	NA	NA	38.3469	NA	NA
"2017-01-24T16:32:04"	45.697783	13.708358	NA	NA	NA	NA
"2017-01-24T16:58:08"	NA	NA	8.5945	NA	NA	5.302
"2017-01-24T17:02:13"	45.697798	13.708385	NA	NA	NA	NA
"2017-01-24T17:08:11"	NA	NA	NA	38.3583	NA	NA
"2017-01-24T17:32:08"	45.697762	13.708413	NA	NA	NA	NA
"2017-01-24T17:58:08"	NA	NA	8.5191	NA	NA	5.295
"2017-01-24T18:02:08"	45.697933	13.708308	NA	NA	NA	NA
"2017-01-24T18:08:11"	NA	NA	NA	38.3567	NA	NA
"2017-01-24T18:32:08"	45.697762	13.708342	NA	NA	NA	NA
"2017-01-24T18:58:08"	NA	NA	8.4899	NA	NA	5.331
"2017-01-24T19:02:04"	45.697757	13.708393	NA	NA	NA	NA
"2017-01-24T19:08:10"	NA	NA	NA	38.3545	NA	NA
"2017-01-24T19:32:12"	45.69766	13.70833	NA	NA	NA	NA
"2017-01-24T19:58:08"	NA	NA	8.1493	NA	NA	5.407
"2017-01-24T20:02:08"	45.697895	13.708337	NA	NA	NA	NA
"2017-01-24T20:08:11"	NA	NA	NA	38.3384	NA	NA
"2017-01-24T20:32:08"	45.697698	13.708418	NA	NA	NA	NA
"2017-01-24T20:58:08"	NA	NA	7.9119	NA	NA	5.427
"2017-01-24T21:02:08"	45.697752	13.708377	NA	NA	NA	NA
"2017-01-24T21:08:10"	NA	NA	NA	38.363	NA	NA
"2017-01-24T21:32:04"	45.697795	13.708372	NA	NA	NA	NA
"2017-01-24T21:58:07"	NA	NA	7.8607	NA	NA	5.444
"2017-01-24T22:02:12"	45.697772	13.708467	NA	NA	NA	NA
"2017-01-24T22:08:10"	NA	NA	NA	38.3586	NA	NA
"2017-01-24T22:32:08"	45.697742	13.708255	NA	NA	NA	NA
"2017-01-24T22:58:08"	NA	NA	7.8296	NA	NA	5.372
"2017-01-24T23:02:08"	45.697767	13.708308	NA	NA	NA	NA
"2017-01-24T23:08:11"	NA	NA	NA	38.3558	NA	NA
"2017-01-24T23:32:08"	45.697787	13.708502	NA	NA	NA	NA
"2017-01-24T23:58:08"	NA	NA	7.8507	NA	NA	5.486
"2017-01-25T00:02:05"	45.698202	13.708583	NA	NA	NA	NA
"2017-01-25T00:08:11"	NA	NA	NA	38.3643	NA	NA
"2017-01-25T00:32:12"	45.69783	13.708303	NA	NA	NA	NA
"2017-01-25T00:58:08"	NA	NA	7.9894	NA	NA	5.42
"2017-01-25T01:02:08"	45.697753	13.708455	NA	NA	NA	NA
"2017-01-25T01:08:10"	NA	NA	NA	38.3794	NA	NA
"2017-01-25T01:32:08"	45.697728	13.708412	NA	NA	NA	NA
"2017-01-25T01:58:08"	NA	NA	8.0035	NA	NA	5.437
"2017-01-25T02:02:08"	45.697772	13.708437	NA	NA	NA	NA
"2017-01-25T02:08:11"	NA	NA	NA	38.381	NA	NA
"2017-01-25T02:32:08"	45.697585	13.708443	NA	NA	NA	NA
"2017-01-25T02:58:08"	NA	NA	7.8086	NA	NA	5.53
"2017-01-25T03:02:12"	45.697805	13.708427	NA	NA	NA	NA
"2017-01-25T03:08:11"	NA	NA	NA	38.3624	NA	NA
"2017-01-25T03:32:08"	45.697748	13.708448	NA	NA	NA	NA
"2017-01-25T03:58:08"	NA	NA	7.9021	NA	NA	5.598
"2017-01-25T04:02:08"	45.697758	13.70838	NA	NA	NA	NA
"2017-01-25T04:08:11"	NA	NA	NA	38.3822	NA	NA
"2017-01-25T04:32:09"	45.697775	13.70835	NA	NA	NA	NA
"2017-01-25T04:58:08"	NA	NA	7.6033	NA	NA	5.516
"2017-01-25T05:02:05"	45.697683	13.708373	NA	NA	NA	NA
"2017-01-25T05:08:10"	NA	NA	NA	38.3565	NA	NA
"2017-01-25T05:32:12"	45.69771	13.708455	NA	NA	NA	NA
"2017-01-25T05:58:08"	NA	NA	7.9829	NA	NA	5.582
"2017-01-25T06:02:08"	45.697595	13.70846	NA	NA	NA	NA
"2017-01-25T06:08:11"	NA	NA	NA	38.3831	NA	NA
"2017-01-25T06:32:08"	45.697712	13.70835	NA	NA	NA	NA
"2017-01-25T06:58:08"	NA	NA	7.8918	NA	NA	5.599
"2017-01-25T07:02:08"	45.697697	13.708358	NA	NA	NA	NA
"2017-01-25T07:08:11"	NA	NA	NA	38.3775	NA	NA
"2017-01-25T07:32:04"	45.69749	13.708322	NA	NA	NA	NA
"2017-01-25T07:58:08"	NA	NA	7.8799	NA	NA	5.734
"2017-01-25T08:02:12"	45.697797	13.7084	NA	NA	NA	NA
"2017-01-25T08:08:11"	NA	NA	NA	38.3746	NA	NA
"2017-01-25T08:32:08"	45.69779	13.708437	NA	NA	NA	NA
"2017-01-25T08:58:08"	NA	NA	7.9381	NA	NA	5.8
"2017-01-25T09:02:08"	45.697688	13.708388	NA	NA	NA	NA
"2017-01-25T09:08:10"	NA	NA	NA	38.3763	NA	NA
"2017-01-25T09:32:08"	45.697723	13.708375	NA	NA	NA	NA
"2017-01-25T09:58:08"	NA	NA	8.0013	NA	NA	5.738
"2017-01-25T10:02:04"	45.69777	13.708367	NA	NA	NA	NA
"2017-01-25T10:08:11"	NA	NA	NA	38.3723	NA	NA
"2017-01-25T10:32:13"	45.697762	13.708372	NA	NA	NA	NA
"2017-01-25T10:58:08"	NA	NA	8.0998	NA	NA	5.727
"2017-01-25T11:02:08"	45.697752	13.708385	NA	NA	NA	NA
"2017-01-25T11:08:11"	NA	NA	NA	38.376	NA	NA
"2017-01-25T11:58:08"	NA	NA	8.087	NA	NA	5.747
"2017-01-25T12:02:08"	45.697705	13.708348	NA	NA	NA	NA
"2017-01-25T12:08:10"	NA	NA	NA	38.3736	NA	NA
"2017-01-25T12:58:08"	NA	NA	8.1079	NA	NA	5.629
"2017-01-25T13:02:08"	45.697748	13.708347	NA	NA	NA	NA
"2017-01-25T13:07:09"	NA	NA	NA	38.3719	NA	NA
"2017-01-25T13:32:08"	45.697762	13.708403	NA	NA	NA	NA
"2017-01-25T13:58:08"	NA	NA	8.1102	NA	NA	5.57
"2017-01-25T14:02:08"	45.697805	13.708415	NA	NA	NA	NA
"2017-01-25T14:08:11"	NA	NA	NA	38.373	NA	NA
"2017-01-25T14:32:08"	45.69767	13.708367	NA	NA	NA	NA
"2017-01-25T14:58:08"	NA	NA	8.0709	NA	NA	5.742
"2017-01-25T15:02:04"	45.697713	13.708372	NA	NA	NA	NA
"2017-01-25T15:07:09"	NA	NA	NA	38.369	NA	NA
"2017-01-25T15:32:12"	45.697798	13.708468	NA	NA	NA	NA
"2017-01-25T15:58:08"	NA	NA	7.9763	NA	NA	5.813
"2017-01-25T16:02:08"	45.69774	13.708377	NA	NA	NA	NA
"2017-01-25T16:08:10"	NA	NA	NA	38.3726	NA	NA
"2017-01-25T16:32:08"	45.697743	13.70841	NA	NA	NA	NA
"2017-01-25T16:58:08"	NA	NA	7.9145	NA	NA	5.766
"2017-01-25T17:02:08"	45.69782	13.708407	NA	NA	NA	NA
"2017-01-25T17:08:11"	NA	NA	NA	38.3745	NA	NA
"2017-01-25T17:32:04"	45.697763	13.708412	NA	NA	NA	NA
"2017-01-25T17:58:08"	NA	NA	7.9155	NA	NA	5.793
"2017-01-25T18:02:12"	45.697768	13.708417	NA	NA	NA	NA
"2017-01-25T18:08:10"	NA	NA	NA	38.3733	NA	NA
"2017-01-25T18:32:08"	45.697752	13.70841	NA	NA	NA	NA
"2017-01-25T18:58:08"	NA	NA	7.7611	NA	NA	5.811
"2017-01-25T19:02:08"	45.69777	13.708375	NA	NA	NA	NA
"2017-01-25T19:08:11"	NA	NA	NA	38.3696	NA	NA
"2017-01-25T19:58:08"	NA	NA	7.7218	NA	NA	5.9
"2017-01-25T20:02:04"	45.697752	13.7084	NA	NA	NA	NA
"2017-01-25T20:08:11"	NA	NA	NA	38.3616	NA	NA
"2017-01-25T20:32:12"	45.697747	13.708445	NA	NA	NA	NA
"2017-01-25T20:58:08"	NA	NA	7.7292	NA	NA	5.886
"2017-01-25T21:02:08"	45.697823	13.708412	NA	NA	NA	NA
"2017-01-25T21:08:10"	NA	NA	NA	38.3657	NA	NA
"2017-01-25T21:32:08"	45.697852	13.708458	NA	NA	NA	NA
"2017-01-25T21:58:08"	NA	NA	7.8609	NA	NA	5.885
"2017-01-25T22:02:08"	45.697763	13.708375	NA	NA	NA	NA
"2017-01-25T22:08:11"	NA	NA	NA	38.3709	NA	NA
"2017-01-25T22:32:05"	45.697833	13.708427	NA	NA	NA	NA
"2017-01-25T22:58:08"	NA	NA	7.8294	NA	NA	5.923
"2017-01-25T23:02:12"	45.697888	13.70839	NA	NA	NA	NA
"2017-01-25T23:08:11"	NA	NA	NA	38.3772	NA	NA
"2017-01-25T23:32:08"	45.69779	13.708407	NA	NA	NA	NA
"2017-01-25T23:58:08"	NA	NA	7.6997	NA	NA	5.851
"2017-01-26T00:02:27"	45.697787	13.708393	NA	NA	NA	NA
"2017-01-26T00:08:11"	NA	NA	NA	38.3724	NA	NA
"2017-01-26T00:32:09"	45.69784	13.708292	NA	NA	NA	NA
"2017-01-26T00:58:08"	NA	NA	7.5337	NA	NA	5.797
"2017-01-26T01:02:04"	45.697768	13.708388	NA	NA	NA	NA
"2017-01-26T01:08:11"	NA	NA	NA	38.3711	NA	NA
"2017-01-26T01:32:12"	45.697737	13.708372	NA	NA	NA	NA
"2017-01-26T01:58:08"	NA	NA	7.3651	NA	NA	5.943
"2017-01-26T02:02:08"	45.697712	13.708377	NA	NA	NA	NA
"2017-01-26T02:08:11"	NA	NA	NA	38.3116	NA	NA
"2017-01-26T02:32:08"	45.697787	13.708397	NA	NA	NA	NA
"2017-01-26T02:58:08"	NA	NA	7.7617	NA	NA	5.911
"2017-01-26T03:02:09"	45.697807	13.70844	NA	NA	NA	NA
"2017-01-26T03:08:11"	NA	NA	NA	38.2743	NA	NA
"2017-01-26T03:32:04"	45.697785	13.70838	NA	NA	NA	NA
"2017-01-26T03:58:08"	NA	NA	7.77	NA	NA	5.918
"2017-01-26T04:02:12"	45.697758	13.708337	NA	NA	NA	NA
"2017-01-26T04:08:11"	NA	NA	NA	38.2196	NA	NA
"2017-01-26T04:32:08"	45.69776	13.708348	NA	NA	NA	NA
"2017-01-26T04:58:08"	NA	NA	7.7221	NA	NA	5.928
"2017-01-26T05:02:09"	45.697715	13.708352	NA	NA	NA	NA
"2017-01-26T05:08:10"	NA	NA	NA	38.2233	NA	NA
"2017-01-26T05:32:08"	45.697745	13.708382	NA	NA	NA	NA
"2017-01-26T05:58:08"	NA	NA	7.7449	NA	NA	5.941
"2017-01-26T06:02:04"	45.697502	13.70834	NA	NA	NA	NA
"2017-01-26T06:08:11"	NA	NA	NA	38.2065	NA	NA
"2017-01-26T06:32:12"	45.697785	13.708325	NA	NA	NA	NA
"2017-01-26T06:58:08"	NA	NA	7.709	NA	NA	5.955
"2017-01-26T07:02:08"	45.697762	13.708362	NA	NA	NA	NA
"2017-01-26T07:08:11"	NA	NA	NA	38.2152	NA	NA
"2017-01-26T07:32:08"	45.697835	13.708305	NA	NA	NA	NA
"2017-01-26T07:58:08"	NA	NA	7.6487	NA	NA	6.026
"2017-01-26T08:02:09"	45.697838	13.708422	NA	NA	NA	NA
"2017-01-26T08:08:11"	NA	NA	NA	38.2162	NA	NA
"2017-01-26T08:58:08"	NA	NA	7.6444	NA	NA	5.985
"2017-01-26T09:02:08"	45.697747	13.708395	NA	NA	NA	NA
"2017-01-26T09:08:11"	NA	NA	NA	38.2364	NA	NA
"2017-01-26T09:32:08"	45.697768	13.708363	NA	NA	NA	NA
"2017-01-26T09:58:08"	NA	NA	7.6501	NA	NA	5.95
"2017-01-26T10:02:08"	45.697812	13.708337	NA	NA	NA	NA
"2017-01-26T10:08:11"	NA	NA	NA	38.2413	NA	NA
"2017-01-26T10:32:08"	45.69779	13.70844	NA	NA	NA	NA
"2017-01-26T10:58:08"	NA	NA	7.602	NA	NA	6.03
"2017-01-26T11:02:04"	45.69783	13.708412	NA	NA	NA	NA
"2017-01-26T11:08:11"	NA	NA	NA	38.2464	NA	NA
"2017-01-26T11:32:12"	45.697828	13.708305	NA	NA	NA	NA
"2017-01-26T11:58:08"	NA	NA	7.5806	NA	NA	6.009
"2017-01-26T12:02:09"	45.697887	13.708317	NA	NA	NA	NA
"2017-01-26T12:08:10"	NA	NA	NA	38.2489	NA	NA
"2017-01-26T12:32:08"	45.69778	13.708358	NA	NA	NA	NA
"2017-01-26T12:58:08"	NA	NA	7.5153	NA	NA	6.032
"2017-01-26T13:02:08"	45.697793	13.708327	NA	NA	NA	NA
"2017-01-26T13:08:11"	NA	NA	NA	38.2366	NA	NA
"2017-01-26T13:32:04"	45.697847	13.70838	NA	NA	NA	NA
"2017-01-26T13:58:08"	NA	NA	6.9456	NA	NA	6.086
"2017-01-26T14:02:12"	45.697783	13.708363	NA	NA	NA	NA
"2017-01-26T14:08:11"	NA	NA	NA	38.1843	NA	NA
"2017-01-26T14:32:08"	45.697685	13.708312	NA	NA	NA	NA
"2017-01-26T14:58:08"	NA	NA	6.9288	NA	NA	6.119
"2017-01-26T15:02:08"	45.69771	13.708362	NA	NA	NA	NA
"2017-01-26T15:08:11"	NA	NA	NA	38.1759	NA	NA
"2017-01-26T15:32:09"	45.697768	13.70834	NA	NA	NA	NA
"2017-01-26T15:58:08"	NA	NA	6.9454	NA	NA	6.099
"2017-01-26T16:02:04"	45.69776	13.708328	NA	NA	NA	NA
"2017-01-26T16:08:11"	NA	NA	NA	38.1795	NA	NA
"2017-01-26T16:32:12"	45.69776	13.708413	NA	NA	NA	NA
"2017-01-26T16:58:08"	NA	NA	7.0069	NA	NA	6.119
"2017-01-26T17:02:08"	45.697723	13.708413	NA	NA	NA	NA
"2017-01-26T17:07:09"	NA	NA	NA	38.1933	NA	NA
"2017-01-26T17:32:08"	45.697755	13.708443	NA	NA	NA	NA
"2017-01-26T17:58:08"	NA	NA	7.0637	NA	NA	6.117
"2017-01-26T18:02:08"	45.697758	13.708435	NA	NA	NA	NA
"2017-01-26T18:08:10"	NA	NA	NA	38.2105	NA	NA
"2017-01-26T18:32:04"	45.697758	13.708405	NA	NA	NA	NA
"2017-01-26T18:58:08"	NA	NA	7.1531	NA	NA	6.104
"2017-01-26T19:02:12"	45.697752	13.708367	NA	NA	NA	NA
"2017-01-26T19:08:11"	NA	NA	NA	38.2233	NA	NA
"2017-01-26T19:32:08"	45.697768	13.70837	NA	NA	NA	NA
"2017-01-26T19:58:08"	NA	NA	7.1777	NA	NA	6.08
"2017-01-26T20:02:08"	45.697757	13.708367	NA	NA	NA	NA
"2017-01-26T20:08:11"	NA	NA	NA	38.228	NA	NA
"2017-01-26T20:32:09"	45.697783	13.708398	NA	NA	NA	NA
"2017-01-26T20:58:08"	NA	NA	7.1676	NA	NA	6.081
"2017-01-26T21:02:05"	45.6978	13.708408	NA	NA	NA	NA
"2017-01-26T21:08:11"	NA	NA	NA	38.2346	NA	NA
"2017-01-26T21:32:12"	45.697783	13.708422	NA	NA	NA	NA
"2017-01-26T21:58:08"	NA	NA	7.1602	NA	NA	6.096
"2017-01-26T22:02:08"	45.697792	13.708348	NA	NA	NA	NA
"2017-01-26T22:08:11"	NA	NA	NA	38.2345	NA	NA
"2017-01-26T22:32:08"	45.697758	13.708367	NA	NA	NA	NA
"2017-01-26T22:58:08"	NA	NA	7.1469	NA	NA	6.04
"2017-01-26T23:02:08"	45.697793	13.708428	NA	NA	NA	NA
"2017-01-26T23:08:11"	NA	NA	NA	38.2427	NA	NA
"2017-01-26T23:32:04"	45.697803	13.708383	NA	NA	NA	NA
"2017-01-26T23:58:08"	NA	NA	7.1148	NA	NA	6.092
"2017-01-27T00:02:29"	45.697913	13.708268	NA	NA	NA	NA
"2017-01-27T00:08:11"	NA	NA	NA	38.2461	NA	NA
"2017-01-27T00:32:08"	45.697812	13.70836	NA	NA	NA	NA
"2017-01-27T00:58:08"	NA	NA	7.1055	NA	NA	6.107
"2017-01-27T01:02:08"	45.697772	13.70839	NA	NA	NA	NA
"2017-01-27T01:08:11"	NA	NA	NA	38.2513	NA	NA
"2017-01-27T01:32:08"	45.697755	13.708402	NA	NA	NA	NA
"2017-01-27T01:58:08"	NA	NA	7.0948	NA	NA	6.105
"2017-01-27T02:02:04"	45.697895	13.708483	NA	NA	NA	NA
"2017-01-27T02:08:11"	NA	NA	NA	38.2452	NA	NA
"2017-01-27T02:32:12"	45.697862	13.70844	NA	NA	NA	NA
"2017-01-27T02:58:08"	NA	NA	7.0472	NA	NA	6.089
"2017-01-27T03:02:09"	45.697818	13.708427	NA	NA	NA	NA
"2017-01-27T03:08:10"	NA	NA	NA	38.2447	NA	NA
"2017-01-27T03:32:08"	45.697797	13.708382	NA	NA	NA	NA
"2017-01-27T03:58:08"	NA	NA	7.3888	NA	NA	6.098
"2017-01-27T04:02:09"	45.697802	13.708362	NA	NA	NA	NA
"2017-01-27T04:08:11"	NA	NA	NA	38.2593	NA	NA
"2017-01-27T04:32:05"	45.69779	13.708352	NA	NA	NA	NA
"2017-01-27T04:58:08"	NA	NA	7.6454	NA	NA	6.003
"2017-01-27T05:02:12"	45.6978	13.708373	NA	NA	NA	NA
"2017-01-27T05:08:11"	NA	NA	NA	38.2777	NA	NA
"2017-01-27T05:32:08"	45.697802	13.708472	NA	NA	NA	NA
"2017-01-27T05:58:08"	NA	NA	7.4268	NA	NA	6.039
"2017-01-27T06:02:08"	45.697765	13.708402	NA	NA	NA	NA
"2017-01-27T06:08:11"	NA	NA	NA	38.2626	NA	NA
"2017-01-27T06:32:09"	45.697852	13.708362	NA	NA	NA	NA
"2017-01-27T06:58:08"	NA	NA	7.655	NA	NA	6.034
"2017-01-27T07:02:04"	45.697912	13.708378	NA	NA	NA	NA
"2017-01-27T07:08:11"	NA	NA	NA	38.2818	NA	NA
"2017-01-27T07:32:12"	45.69794	13.708445	NA	NA	NA	NA
"2017-01-27T07:58:08"	NA	NA	7.9291	NA	NA	5.983
"2017-01-27T08:02:08"	45.697963	13.708383	NA	NA	NA	NA
"2017-01-27T08:08:11"	NA	NA	NA	38.2661	NA	NA
"2017-01-27T08:32:08"	45.69789	13.708418	NA	NA	NA	NA
"2017-01-27T08:58:08"	NA	NA	8.0168	NA	NA	5.98
"2017-01-27T09:02:08"	45.69803	13.708412	NA	NA	NA	NA
"2017-01-27T09:07:09"	NA	NA	NA	38.2497	NA	NA
"2017-01-27T09:32:05"	45.697923	13.70842	NA	NA	NA	NA
"2017-01-27T09:58:08"	NA	NA	8.0768	NA	NA	5.964
"2017-01-27T10:02:12"	45.697992	13.708383	NA	NA	NA	NA
"2017-01-27T10:08:11"	NA	NA	NA	38.2561	NA	NA
"2017-01-27T10:32:08"	45.697985	13.708428	NA	NA	NA	NA
"2017-01-27T10:58:08"	NA	NA	8.1625	NA	NA	5.948
"2017-01-27T11:02:09"	45.697927	13.708385	NA	NA	NA	NA
"2017-01-27T11:08:11"	NA	NA	NA	38.2439	NA	NA
"2017-01-27T11:32:08"	45.697877	13.708363	NA	NA	NA	NA
"2017-01-27T11:58:08"	NA	NA	8.1942	NA	NA	5.935
"2017-01-27T12:02:04"	45.698103	13.708438	NA	NA	NA	NA
"2017-01-27T12:08:10"	NA	NA	NA	38.2251	NA	NA
"2017-01-27T12:32:12"	45.697957	13.708403	NA	NA	NA	NA
"2017-01-27T12:58:08"	NA	NA	8.2762	NA	NA	5.924
"2017-01-27T13:02:08"	45.697938	13.708412	NA	NA	NA	NA
"2017-01-27T13:08:11"	NA	NA	NA	38.2163	NA	NA
